Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
-1.0,0.2,RL,-0.19047619047619047,-0.25407608695652173,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.5,0.0,0.6521739130434783,0.24324324324324326,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.180722891566265,Gd,TA,PConc,Gd,TA,No,GLQ,0.45279045279045277,Unf,0.0,-0.5598290598290598,-0.26965174129353237,GasA,Ex,Y,SBrkr,-0.4536082474226804,1.1730769230769231,0.0,0.38006952491309387,1.0,0.0,0.0,1.0,0.0,0.0,Gd,1.0,Typ,-1.0,,Attchd,0.5609756097560976,RFn,0.0,0.2815734989648033,TA,TA,Y,0.0,0.5294117647058824,0.0,0.0,0.0,0.0,,,,0.0,-1.3333333333333333,0.0,WD,Normal,0.5415055043141922
-0.9986291980808774,-0.6,RL,0.5238095238095238,0.030014822134387352,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,0.0,3.0,0.06521739130434782,-0.4864864864864865,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,0.8346788346788346,Unf,0.0,-0.33076923076923076,0.5383084577114428,GasA,Ex,Y,SBrkr,0.3436426116838488,0.0,0.0,-0.3120896098879876,0.0,1.0,0.0,0.0,0.0,0.0,TA,0.0,Typ,0.0,TA,Attchd,-0.0975609756097561,RFn,0.0,-0.08281573498964803,TA,TA,Y,1.7738095238095237,-0.36764705882352944,0.0,0.0,0.0,0.0,,,,0.0,-0.3333333333333333,-0.5,WD,Normal,0.22017256768818805
-0.9972583961617546,0.2,RL,-0.047619047619047616,0.4376235177865613,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.5,0.0,0.6086956521739131,0.21621621621621623,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.9759036144578314,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.14391014391014392,Unf,0.0,-0.07435897435897436,-0.14228855721393036,GasA,Ex,Y,SBrkr,-0.32793323514973,1.1895604395604396,0.0,0.4974893781382773,1.0,0.0,0.0,1.0,0.0,0.0,Gd,0.0,Typ,0.0,TA,Attchd,0.5121951219512195,RFn,0.0,0.5300207039337475,TA,TA,Y,0.0,0.25,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,WD,Normal,0.7200238024397501
-0.995887594242632,0.4,RL,-0.42857142857142855,0.017663043478260868,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,0.5,0.0,-1.2608695652173914,-0.6486486486486487,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,BrkTil,TA,Gd,No,ALQ,-0.23517023517023516,Unf,0.0,0.10683760683760683,-0.46865671641791046,GasA,Gd,Y,SBrkr,-0.24742268041237114,1.0384615384615385,0.0,0.39088451139436076,1.0,0.0,-1.0,0.0,0.0,0.0,Gd,0.5,Typ,0.0,Gd,Detchd,0.43902439024390244,Unf,1.0,0.6708074534161491,TA,TA,Y,0.0,0.14705882352941177,272.0,0.0,0.0,0.0,,,,0.0,-1.3333333333333333,-1.0,WD,Abnorml,-0.2737280571258554
-0.9945167923235092,0.2,RL,0.7142857142857143,1.1812005928853755,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1.0,0.0,0.5869565217391305,0.16216216216216217,Gable,CompShg,VinylSd,VinylSd,BrkFace,2.108433734939759,Gd,TA,PConc,Gd,TA,Av,GLQ,0.3811863811863812,Unf,0.0,0.021367521367521368,0.3054726368159204,GasA,Ex,Y,SBrkr,0.11389297987236131,1.4464285714285714,0.0,1.134028582464272,1.0,0.0,0.0,1.0,1.0,0.0,Gd,1.5,Typ,0.0,TA,Attchd,0.4878048780487805,RFn,1.0,1.474120082815735,TA,TA,Y,1.1428571428571428,0.8676470588235294,0.0,0.0,0.0,0.0,,,,0.0,2.0,0.0,WD,Normal,1.0354061291282357
-0.9931459904043866,0.0,RL,0.7619047619047619,1.1453804347826086,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,-0.5,0.0,0.43478260869565216,0.02702702702702703,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,Wood,Gd,TA,No,GLQ,0.4892944892944893,Unf,0.0,-0.7068376068376069,-0.3890547263681592,GasA,Ex,Y,SBrkr,-0.5714285714285714,0.7774725274725275,0.0,-0.15758980301274622,1.0,0.0,-1.0,1.0,-2.0,0.0,TA,-0.5,Typ,-1.0,,Attchd,0.3170731707317073,Unf,0.0,0.0,TA,TA,Y,0.23809523809523808,0.07352941176470588,0.0,320.0,0.0,0.0,,MnPrv,Shed,700.0,1.3333333333333333,0.5,WD,Normal,-0.23802439750074383
-0.9917751884852639,-0.6,RL,0.2857142857142857,0.1495800395256917,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,1.0,0.0,0.6739130434782609,0.2972972972972973,Gable,CompShg,VinylSd,VinylSd,Stone,1.1204819277108433,Gd,TA,PConc,Ex,TA,Av,GLQ,1.3836433836433837,Unf,0.0,-0.2743589743589744,1.382089552238806,GasA,Ex,Y,SBrkr,1.191948944526264,0.0,0.0,0.3553495558130552,1.0,0.0,0.0,0.0,0.0,0.0,Gd,0.5,Typ,0.0,Gd,Attchd,0.5853658536585366,RFn,0.0,0.6459627329192547,TA,TA,Y,1.5178571428571428,0.47058823529411764,0.0,0.0,0.0,0.0,,,,0.0,0.6666666666666666,-0.5,WD,Normal,1.7137756620053555
-0.9904043865661412,0.2,RL,,0.22319664031620554,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,0.5,1.0,0.0,-0.5675675675675675,Gable,CompShg,HdBoard,HdBoard,Stone,1.4457831325301205,TA,TA,CBlock,Gd,TA,Mn,ALQ,0.6676026676026676,BLQ,32.0,-0.44700854700854703,0.2298507462686567,GasA,Ex,Y,SBrkr,0.039273441335297005,1.3502747252747254,0.0,0.9671687910390112,1.0,0.0,0.0,1.0,0.0,0.0,TA,0.5,Typ,1.0,TA,Attchd,-0.17073170731707318,RFn,0.0,0.016563146997929608,TA,TA,Y,1.3988095238095237,2.6323529411764706,228.0,0.0,0.0,0.0,,,Shed,350.0,1.6666666666666667,0.5,WD,Normal,0.4403451353763761
-0.9890335846470185,0.0,RM,-0.8571428571428571,-0.8296689723320159,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,0.5,0.0,-0.9130434782608695,-1.1891891891891893,Gable,CompShg,BrkFace,Wd Shng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,-0.5384345384345385,Unf,0.0,0.8111111111111111,-0.07860696517412935,GasA,Gd,Y,FuseF,-0.12763868433971526,1.032967032967033,0.0,0.47894940131324837,0.0,0.0,0.0,0.0,-1.0,1.0,TA,1.0,Min1,1.0,TA,Detchd,-1.1951219512195121,Unf,0.0,-0.049689440993788817,Fa,TA,Y,0.5357142857142857,-0.36764705882352944,205.0,0.0,0.0,0.0,,,,0.0,-0.6666666666666666,0.0,WD,Abnorml,-0.39393037786373103
-0.9876627827278959,2.8,RL,-0.9047619047619048,-0.5085227272727273,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,-0.5,1.0,-0.7391304347826086,-1.1891891891891893,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,0.6563706563706564,Unf,0.0,-0.5769230769230769,-0.0009950248756218905,GasA,Ex,Y,SBrkr,-0.019636720667648502,0.0,0.0,-0.5979142526071842,1.0,0.0,-1.0,0.0,-1.0,1.0,TA,-0.5,Typ,1.0,TA,Attchd,-1.0,RFn,-1.0,-1.1387163561076605,Gd,TA,Y,0.0,-0.3088235294117647,0.0,0.0,0.0,0.0,,,,0.0,-1.6666666666666667,0.0,WD,Normal,-0.5355548943766736
